Above Threshold?,Birth Rate Bin,Country/Region,Ease of Business (clusters),GDP per Capita (bin),Region,Year,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Ease of Business,Energy Usage,GDP,GDP per Capita,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
Below Threshold,1.5-3%,Lebanon,Moderate,"$4,688 ",Middle East,1/12/03,1.60%,,"18,221",46,,"5,220",$20B,"$5,442 ",9.30%,$498 ,,0.014,8%,0.134,76,78,74,22%,1,0.284,0.643,0.073,3.7M,86.30%,$7B,$3B
Below Threshold,1.5-3%,Oman,Very Friendly,"$4,688 ",Middle East,1/12/03,2.20%,,"32,391",35,,"9,350",$22B,"$9,017 ",3.20%,$294 ,,0.012,7%,0.082,74,76,72,25%,1,0.364,0.612,0.025,2.4M,71.50%,$1B,$1B
Below Threshold,1.5-3%,Qatar,Very Friendly,"$32,816 ",Middle East,1/12/03,1.70%,,"36,157",,,"14,185",$24B,"$35,644 ",4.10%,"$1,476 ",,0.01,19%,,77,78,76,57%,1,0.269,0.716,0.015,0.7M,96.90%,$0B,$0B
Below Threshold,1.5-3%,Saudi Arabia,Very Friendly,"$9,376 ",Middle East,1/12/03,2.40%,,"327,272",74,,"121,382",$215B,"$9,408 ",4.00%,$384 ,,0.018,8%,,74,75,72,32%,1,0.359,0.608,0.033,22.9M,80.50%,$3B,$4B
Below Threshold,1.5-3%,Syria,Low,$0 ,Middle East,1/12/03,2.80%,,"54,286",43,,"16,543",$22B,"$1,262 ",5.10%,$60 ,,0.018,3%,0.075,74,76,72,7%,1,0.396,0.57,0.034,17.3M,53.00%,$1B,$1B
Below Threshold,1.5-3%,United Arab Emirates,Very Friendly,"$32,816 ",Middle East,1/12/03,1.60%,,"106,842",19,,"40,190",$124B,"$36,803 ",2.60%,$968 ,,0.009,30%,,75,76,74,88%,1,0.234,0.756,0.01,3.4M,81.50%,$1B,$4B
Below Threshold,Above 3%,Yemen,Not Clustered,$0 ,Middle East,1/12/03,3.70%,,"17,305",72,,"5,667",$12B,$617 ,5.00%,$35 ,,0.061,1%,0.18,62,63,60,4%,1,0.47,0.503,0.027,19.1M,27.80%,$0B,$0B
Below Threshold,Above 3%,American Samoa,Not Clustered,,Oceania,1/12/03,,,,,,,,,,,,,,,,,,4%,1,,,,0.1M,88.30%,,
Below Threshold,Below 1.5%,Australia,Very Friendly,"$23,440 ",Oceania,1/12/03,1.30%,,"346,476",3,,"110,814",$467B,"$23,473 ",8.30%,"$2,323 ",,0.005,,0.084,81,83,78,72%,1,0.202,0.671,0.127,19.9M,87.70%,$17B,$10B
Below Threshold,1.5-3%,Fiji,Friendly,$0 ,Oceania,1/12/03,2.40%,,862,45,,,$2B,"$2,834 ",3.40%,$95 ,,0.02,7%,0.076,69,71,66,13%,1,0.324,0.638,0.038,0.8M,49.10%,$0B,$0B
Below Threshold,1.5-3%,French Polynesia,Not Clustered,,Oceania,1/12/03,1.90%,,799,,,,,,,,,,14%,,74,76,71,24%,1,0.294,0.659,0.046,0.2M,56.00%,$1B,$0B
Below Threshold,1.5-3%,Guam,Not Clustered,,Oceania,1/12/03,2.00%,,,,,,,,,,,,34%,,77,79,74,51%,1,0.3,0.64,0.06,0.2M,93.40%,,
Below Threshold,1.5-3%,Kiribati,Moderate,$0 ,Oceania,1/12/03,2.60%,,40,21,,,$0B,"$1,032 ",9.60%,$103 ,,0.051,3%,,66,69,63,1%,1,0.383,0.582,0.035,0.1M,43.50%,,
Above Threshold,Above 3%,Marshall Islands,Moderate,$0 ,Oceania,1/12/03,,,84,17,,,$0B,"$2,435 ",17.30%,$411 ,,0.033,3%,,,,,1%,1,,,,0.1M,69.30%,$0B,$0B
Below Threshold,1.5-3%,"Micronesia, Fed. Sts.",Low,$0 ,Oceania,1/12/03,2.80%,,147,16,,,$0B,"$2,294 ",9.50%,$218 ,,0.039,9%,0.15,68,68,67,6%,1,0.393,0.568,0.039,0.1M,22.30%,$0B,$0B
Below Threshold,1.5-3%,New Caledonia,Not Clustered,,Oceania,1/12/03,1.80%,,"2,750",,,,,,,,,,26%,,76,79,72,44%,1,0.278,0.659,0.063,0.2M,62.90%,$0B,$0B
Below Threshold,Below 1.5%,New Zealand,Very Friendly,"$18,752 ",Oceania,1/12/03,1.40%,,"33,938",12,,"16,847",$87B,"$21,712 ",7.90%,"$1,602 ",,0.006,61%,0.07,79,81,77,65%,1,0.221,0.661,0.119,4.0M,86.00%,$4B,$2B
Below Threshold,Above 3%,Papua New Guinea,Moderate,$0 ,Oceania,1/12/03,3.40%,,"3,968",51,,,$4B,$609 ,4.10%,$25 ,,0.057,1%,0.134,60,62,58,0%,1,0.401,0.573,0.026,5.8M,13.10%,$0B,$0B
Below Threshold,Above 3%,Samoa,Friendly,$0 ,Oceania,1/12/03,3.00%,,150,42,,,$0B,"$1,699 ",5.10%,$93 ,,0.017,3%,0.113,71,74,67,6%,1,0.401,0.552,0.047,0.2M,21.70%,$0B,
Below Threshold,Above 3%,Solomon Islands,Friendly,$0 ,Oceania,1/12/03,3.50%,,180,56,,,$0B,$745 ,6.00%,$45 ,,0.029,1%,0.147,65,66,63,0%,1,0.415,0.556,0.029,0.4M,17.00%,$0B,$0B
Below Threshold,1.5-3%,Tonga,Friendly,$0 ,Oceania,1/12/03,2.90%,,176,32,,,$0B,"$2,087 ",5.10%,$106 ,,0.014,3%,0.113,72,74,69,11%,1,0.382,0.559,0.06,0.1M,23.10%,$0B,$0B
Below Threshold,Above 3%,Vanuatu,Friendly,$0 ,Oceania,1/12/03,3.10%,,81,39,,,$0B,"$1,581 ",3.70%,$58 ,,0.018,4%,0.059,69,71,67,4%,1,0.404,0.564,0.032,0.2M,22.50%,$0B,$0B
Below Threshold,1.5-3%,Antigua and Barbuda,Friendly,"$9,376 ",The Americas,1/12/03,1.90%,,389,,,,$1B,"$10,497 ",4.40%,$457 ,,0.012,17%,0.128,75,77,72,57%,1,0.288,0.64,0.071,0.1M,30.50%,$0B,$0B
Below Threshold,1.5-3%,Argentina,Moderate,$0 ,The Americas,1/12/03,1.80%,,"133,127",66,,"59,047",$157B,"$4,135 ",8.20%,$280 ,,0.017,12%,0.191,75,78,71,21%,1,0.27,0.629,0.101,38.0M,89.70%,$2B,$3B
Below Threshold,Below 1.5%,Aruba,Not Clustered,"$18,752 ",The Americas,1/12/03,1.30%,,"2,255",,,,$2B,"$20,835 ",,,,,21%,0.115,74,76,72,72%,1,0.221,0.698,0.081,0.1M,45.60%,$1B,$0B
Below Threshold,1.5-3%,"Bahamas, The",Friendly,"$18,752 ",The Americas,1/12/03,1.60%,,"1,518",,,,$7B,"$22,018 ",5.60%,"$1,237 ",,0.013,20%,0.06,73,76,70,39%,1,0.271,0.67,0.059,0.3M,82.20%,$2B,$0B
Below Threshold,Below 1.5%,Barbados,Friendly,"$9,376 ",The Americas,1/12/03,1.30%,,"1,269",,,,$3B,"$12,078 ",7.10%,$702 ,,0.015,40%,0.085,74,76,71,52%,1,0.211,0.677,0.112,0.3M,33.30%,$1B,$0B
Below Threshold,1.5-3%,Belize,Moderate,$0 ,The Americas,1/12/03,2.80%,,374,,,,$1B,"$3,833 ",4.50%,$174 ,,0.019,,0.143,72,75,68,23%,1,0.388,0.57,0.042,0.3M,46.90%,$0B,$0B
Below Threshold,Below 1.5%,Bermuda,Not Clustered,"$65,632 ",The Americas,1/12/03,1.30%,,510,,,,$4B,"$66,112 ",,,,,57%,,79,81,76,63%,1,,,,0.1M,100.00%,$0B,$0B
Below Threshold,Above 3%,Bolivia,Low,$0 ,The Americas,1/12/03,3.00%,,"14,129",60,,"3,688",$8B,$896 ,5.60%,$50 ,,0.049,4%,0.177,64,66,62,14%,1,0.39,0.567,0.043,9.0M,63.30%,$0B,$0B
Below Threshold,1.5-3%,Brazil,Moderate,$0 ,The Americas,1/12/03,1.90%,,"321,622",152,,"198,976",$552B,"$3,037 ",7.00%,$214 ,,0.024,13%,0.671,71,75,67,26%,1,0.283,0.658,0.059,181.8M,82.20%,$3B,$3B
Below Threshold,Below 1.5%,Canada,Very Friendly,"$23,440 ",The Americas,1/12/03,1.10%,,"553,185",3,,"262,038",$888B,"$28,034 ",9.80%,"$2,680 ",,0.005,64%,0.047,80,82,77,42%,1,0.183,0.689,0.129,31.7M,80.00%,$12B,$16B
Below Threshold,Above 3%,Cayman Islands,Not Clustered,,The Americas,1/12/03,,,480,,,,,,,,,,,,,,,46%,1,,,,0.0M,100.00%,$1B,
Below Threshold,1.5-3%,Chile,Very Friendly,"$4,688 ",The Americas,1/12/03,1.60%,,"55,078",27,,"25,833",$78B,"$4,866 ",7.10%,$338 ,,0.008,26%,0.062,78,81,75,45%,1,0.261,0.662,0.077,16.0M,86.90%,$1B,$1B
Below Threshold,1.5-3%,Colombia,Very Friendly,$0 ,The Americas,1/12/03,2.20%,,"57,422",60,,"25,736",$95B,"$2,261 ",5.90%,$134 ,,0.02,7%,0.152,72,76,68,15%,1,0.316,0.635,0.049,41.9M,73.00%,$1B,$1B
Below Threshold,1.5-3%,Costa Rica,Moderate,$0 ,The Americas,1/12/03,1.80%,,"6,626",77,,"3,297",$18B,"$4,200 ",8.10%,$343 ,,0.009,20%,0.256,79,81,76,19%,1,0.293,0.65,0.057,4.2M,63.10%,$1B,$0B
Below Threshold,Below 1.5%,Cuba,Not Clustered,$0 ,The Americas,1/12/03,1.20%,,"25,486",,,"11,662",$36B,"$3,192 ",6.30%,$202 ,,0.006,5%,,77,79,75,0%,1,0.204,0.691,0.105,11.2M,75.90%,$2B,
Below Threshold,Above 3%,Curacao,Not Clustered,,The Americas,1/12/03,,,,,,,,,,,,,,,,,,,1,0.225,0.66,0.114,0.1M,90.80%,$0B,$0B
Below Threshold,Above 3%,Dominica,Friendly,"$4,688 ",The Americas,1/12/03,,,114,,,,$0B,"$4,865 ",4.90%,$240 ,,0.013,24%,0.115,,,,34%,1,,,,0.1M,66.00%,$0B,$0B
Below Threshold,1.5-3%,Dominican Republic,Moderate,$0 ,The Americas,1/12/03,2.40%,,"21,888",77,,"7,479",$21B,"$2,345 ",6.50%,$143 ,,0.031,8%,0.314,71,74,68,23%,1,0.338,0.607,0.055,9.1M,64.60%,$3B,$0B
Below Threshold,1.5-3%,Ecuador,Moderate,$0 ,The Americas,1/12/03,2.40%,,"26,523",92,,"9,712",$32B,"$2,442 ",6.70%,$164 ,,0.026,5%,0.136,74,77,71,18%,1,0.334,0.612,0.054,13.3M,61.30%,$0B,$1B
Below Threshold,1.5-3%,El Salvador,Moderate,$0 ,The Americas,1/12/03,2.20%,,"6,553",115,,"4,418",$15B,"$2,496 ",7.30%,$182 ,,0.023,3%,,71,75,66,19%,1,0.369,0.572,0.059,6.0M,60.60%,$1B,$0B
Below Threshold,1.5-3%,Greenland,Not Clustered,"$23,440 ",The Americas,1/12/03,1.60%,,532,,,,$1B,"$25,129 ",,,,,55%,,69,71,66,52%,1,,,,0.1M,82.30%,,
Below Threshold,1.5-3%,Grenada,Moderate,"$4,688 ",The Americas,1/12/03,1.90%,,216,,,,$1B,"$5,825 ",6.20%,$359 ,,0.013,19%,0.12,71,73,69,41%,1,0.319,0.603,0.077,0.1M,36.00%,$0B,$0B
Below Threshold,Above 3%,Guatemala,Friendly,$0 ,The Americas,1/12/03,3.50%,,"10,502",39,,"7,436",$22B,"$1,817 ",6.40%,$116 ,,0.036,5%,0.15,70,73,66,17%,1,0.436,0.522,0.042,12.1M,46.30%,$1B,$0B
Below Threshold,1.5-3%,Guyana,Moderate,$0 ,The Americas,1/12/03,2.20%,,"1,566",,,,$1B,$984 ,5.60%,$55 ,,0.037,,0.15,65,68,61,18%,1,0.36,0.599,0.041,0.8M,28.40%,$0B,$0B
Below Threshold,Above 3%,Haiti,Low,$0 ,The Americas,1/12/03,3.00%,,"1,734",202,,"2,218",$3B,$314 ,5.30%,$17 ,,0.069,2%,0.442,59,60,57,4%,1,0.389,0.57,0.041,9.0M,40.60%,$0B,$0B
Below Threshold,Above 3%,Honduras,Moderate,$0 ,The Americas,1/12/03,3.00%,,"6,769",62,,"3,647",$8B,"$1,228 ",8.30%,$103 ,,0.028,5%,0.208,72,74,69,6%,1,0.409,0.55,0.041,6.6M,47.20%,$0B,$0B
Below Threshold,1.5-3%,Jamaica,Friendly,$0 ,The Americas,1/12/03,1.70%,,"10,722",31,,"3,728",$9B,"$3,593 ",4.60%,$162 ,,0.019,8%,0.189,71,74,68,60%,1,0.318,0.606,0.076,2.6M,52.40%,$2B,$0B
Below Threshold,1.5-3%,Mexico,Very Friendly,"$4,688 ",The Americas,1/12/03,2.30%,,"405,633",58,,"153,665",$713B,"$6,598 ",5.80%,$397 ,,0.018,13%,0.07,76,78,73,28%,1,0.33,0.618,0.051,108.1M,75.70%,$10B,$7B
Below Threshold,1.5-3%,Nicaragua,Moderate,$0 ,The Americas,1/12/03,2.60%,,"4,411",46,,"2,758",$5B,"$1,001 ",6.10%,$61 ,,0.029,2%,0.155,71,74,68,9%,1,0.391,0.57,0.039,5.3M,55.50%,$0B,$0B
Below Threshold,1.5-3%,Panama,Friendly,$0 ,The Americas,1/12/03,2.30%,,"6,153",18,,"2,649",$13B,"$3,991 ",7.60%,$303 ,,0.02,10%,0.099,76,78,73,21%,1,0.313,0.629,0.058,3.2M,63.10%,$1B,$0B
Below Threshold,1.5-3%,Paraguay,Moderate,$0 ,The Americas,1/12/03,2.70%,,"4,070",74,,"3,965",$7B,"$1,159 ",6.10%,$71 ,,0.025,2%,0.5,71,73,69,31%,1,0.368,0.586,0.046,5.7M,56.90%,$0B,$0B
Below Threshold,1.5-3%,Peru,Very Friendly,$0 ,The Americas,1/12/03,2.30%,,"26,380",98,,"11,638",$58B,"$2,136 ",4.50%,$102 ,,0.025,12%,0.21,72,74,69,11%,1,0.328,0.62,0.052,27.1M,74.20%,$1B,$1B
Below Threshold,Below 1.5%,Puerto Rico,Very Friendly,"$18,752 ",The Americas,1/12/03,1.30%,,,7,,,$76B,"$19,820 ",,,,,20%,,78,82,74,45%,1,0.227,0.654,0.118,3.8M,94.20%,$3B,$1B
Below Threshold,Above 3%,Sint Maarten (Dutch part),Not Clustered,,The Americas,1/12/03,,,,,,,,,,,,,,,,,,,1,,,,0.0M,100.00%,$1B,$0B
Below Threshold,Above 3%,St. Kitts and Nevis,Friendly,"$9,376 ",The Americas,1/12/03,,,220,,,,$0B,"$9,681 ",3.70%,$359 ,,0.012,23%,0.122,,,,46%,1,,,,0.0M,32.30%,$0B,$0B
Below Threshold,1.5-3%,St. Lucia,Friendly,"$4,688 ",The Americas,1/12/03,1.80%,,359,,,,$1B,"$4,830 ",6.20%,$299 ,,0.015,21%,0.15,72,74,70,61%,1,0.3,0.628,0.072,0.2M,25.20%,$0B,$0B
Below Threshold,1.5-3%,St. Martin (French part),Not Clustered,,The Americas,1/12/03,1.70%,,,,,,,,,,,,,,78,81,74,,1,,,,0.0M,,,
Below Threshold,1.5-3%,St. Vincent and the Grenadines,Friendly,$0 ,The Americas,1/12/03,1.90%,,194,,,,$0B,"$4,452 ",3.90%,$174 ,,0.019,7%,0.118,71,73,69,58%,1,0.296,0.632,0.072,0.1M,46.30%,$0B,$0B
Below Threshold,1.5-3%,Suriname,Low,$0 ,The Americas,1/12/03,2.10%,,"2,241",,,,$1B,"$2,611 ",6.60%,$173 ,,0.028,5%,0.21,69,72,65,35%,1,0.301,0.639,0.059,0.5M,66.70%,$0B,$0B
Below Threshold,1.5-3%,Trinidad and Tobago,Friendly,"$4,688 ",The Americas,1/12/03,1.50%,,"27,697",,,"13,541",$11B,"$8,752 ",5.10%,$449 ,,0.025,26%,0.112,69,73,65,26%,1,0.23,0.701,0.069,1.3M,10.20%,$0B,$0B
Below Threshold,Above 3%,Turks and Caicos Islands,Not Clustered,,The Americas,1/12/03,,,103,,,,,,,,,,,,,,,,1,,,,0.0M,86.60%,,
Above Threshold,Below 1.5%,United States,Very Friendly,"$37,504 ",The Americas,1/12/03,1.40%,,"5,681,664",6,,"2,261,151","$11,500B","$39,640 ",15.60%,"$5,993 ",,0.007,62%,0.041,78,80,75,55%,1,0.209,0.669,0.123,290.1M,79.60%,$102B,$82B
Below Threshold,1.5-3%,Uruguay,Friendly,$0 ,The Americas,1/12/03,1.60%,,"4,598",45,,"2,523",$12B,"$3,622 ",9.70%,$351 ,,0.013,16%,0.589,76,79,72,15%,1,0.242,0.625,0.134,3.3M,92.80%,$0B,$0B
Below Threshold,1.5-3%,Venezuela,Low,$0 ,The Americas,1/12/03,2.30%,,"192,103",141,,"52,881",$84B,"$3,242 ",5.90%,$190 ,,0.017,8%,0.252,73,76,70,27%,1,0.322,0.63,0.048,25.8M,88.50%,$0B,$1B
Below Threshold,1.5-3%,Algeria,Low,$0 ,Africa,1/12/04,2.00%,,"89,493",25,,"30,974",$85B,"$2,550 ",3.50%,$90 ,,0.03,5%,0.08,70,71,68,15%,1,0.297,0.66,0.043,33.5M,63.10%,$0B,$0B
Below Threshold,Above 3%,Angola,Low,$0 ,Africa,1/12/04,5.00%,,"18,793",119,,"9,676",$20B,"$1,229 ",5.10%,$63 ,,0.123,1%,0.823,48,49,47,5%,1,0.477,0.498,0.025,16.0M,35.40%,$0B,$0B
Below Threshold,Above 3%,Benin,Low,$0 ,Africa,1/12/04,4.10%,,"2,512",31,,"2,491",$4B,$511 ,4.60%,$23 ,,0.078,1%,,57,58,55,6%,1,0.447,0.525,0.028,7.9M,39.60%,$0B,$0B
Below Threshold,1.5-3%,Botswana,Friendly,"$4,688 ",Africa,1/12/04,2.60%,,"4,378",107,,"1,857",$9B,"$4,830 ",4.90%,$268 ,,0.046,3%,0.158,48,48,47,28%,1,0.362,0.607,0.032,1.9M,54.80%,$1B,$0B
Below Threshold,Above 3%,Burkina Faso,Low,$0 ,Africa,1/12/04,4.50%,,"1,104",40,,,$5B,$371 ,6.10%,$24 ,,0.089,0%,,52,53,51,3%,1,0.466,0.508,0.026,13.0M,20.80%,$0B,$0B
Below Threshold,Above 3%,Burundi,Low,$0 ,Africa,1/12/04,4.30%,,198,13,,,$1B,$122 ,9.70%,$9 ,,0.079,0%,0.183,50,51,48,1%,1,0.461,0.512,0.028,7.5M,9.10%,$0B,$0B
Below Threshold,Above 3%,Cameroon,Low,$0 ,Africa,1/12/04,4.10%,,"3,957",45,,"6,959",$16B,$893 ,4.60%,$41 ,,0.081,1%,0.18,52,53,51,9%,1,0.445,0.522,0.033,17.7M,47.90%,$0B,$0B
Below Threshold,Above 3%,Central African Republic,Low,$0 ,Africa,1/12/04,3.80%,,213,22,,,$1B,$326 ,4.10%,$14 ,,0.111,0%,0.18,45,46,43,2%,1,0.42,0.54,0.04,3.9M,38.00%,$0B,$0B
Below Threshold,Above 3%,Chad,Low,$0 ,Africa,1/12/04,5.00%,,378,64,,,$4B,$457 ,5.10%,$23 ,,0.102,0%,0.18,48,48,47,1%,1,0.492,0.481,0.027,9.7M,21.80%,,
Below Threshold,Above 3%,Comoros,Low,$0 ,Africa,1/12/04,3.90%,,103,,,34,$0B,$619 ,4.00%,$25 ,,0.071,1%,0.11,59,60,57,1%,1,0.414,0.556,0.03,0.6M,27.90%,$0B,$0B
Below Threshold,Above 3%,Congo (Kinshasa),Low,$0 ,Africa,1/12/04,4.60%,,"1,936",133,,"19,231",$10B,$196 ,5.40%,$7 ,,0.108,0%,,48,49,46,4%,1,0.463,0.509,0.028,52.5M,37.00%,,
Below Threshold,Above 3%,Congo (Brazzaville),Low,$0 ,Africa,1/12/04,3.90%,,"1,181",37,,"1,020",$5B,"$1,348 ",2.60%,$34 ,,0.066,1%,0.18,54,55,52,11%,1,0.422,0.543,0.035,3.4M,60.50%,$0B,$0B
Below Threshold,Above 3%,Cote d'Ivoire,Low,$0 ,Africa,1/12/04,3.70%,,"7,664",58,,"9,302",$15B,$903 ,5.60%,$50 ,,0.091,1%,,47,48,46,10%,1,0.423,0.548,0.029,17.1M,46.20%,$0B,$1B
Below Threshold,1.5-3%,Djibouti,Low,$0 ,Africa,1/12/04,2.90%,,458,,,133,$1B,$870 ,6.80%,$57 ,,0.073,1%,0.112,58,59,56,5%,1,0.381,0.586,0.033,0.8M,76.70%,$0B,$0B
Below Threshold,1.5-3%,Egypt,Moderate,$0 ,Africa,1/12/04,2.40%,,"150,912",37,,"53,536",$79B,"$1,117 ",5.30%,$57 ,,0.027,12%,0.134,70,72,67,11%,1,0.33,0.616,0.054,70.6M,43.00%,$6B,$2B
Below Threshold,Above 3%,Equatorial Guinea,Low,"$4,688 ",Africa,1/12/04,3.80%,,"5,218",,,762,$4B,"$7,527 ",2.10%,$191 ,,0.089,1%,0.18,49,50,47,11%,1,0.41,0.557,0.033,0.6M,38.80%,,
Below Threshold,Above 3%,Eritrea,Low,$0 ,Africa,1/12/04,4.00%,,770,91,,744,$1B,$238 ,2.90%,$7 ,,0.049,,,58,60,56,0%,1,0.44,0.541,0.019,4.7M,18.60%,$0B,
Below Threshold,Above 3%,Ethiopia,Moderate,$0 ,Africa,1/12/04,4.00%,,"5,244",34,,"28,377",$10B,$134 ,4.30%,$6 ,,0.074,0%,0.07,56,56,55,0%,1,0.464,0.505,0.031,74.1M,15.50%,$0B,$0B
Below Threshold,Above 3%,Gabon,Low,"$4,688 ",Africa,1/12/04,3.30%,,"1,767",,,"1,629",$7B,"$5,328 ",3.40%,$180 ,,0.052,3%,0.18,60,61,59,36%,1,0.397,0.546,0.057,1.3M,82.80%,$0B,$0B
Below Threshold,Above 3%,"Gambia, The",Low,$0 ,Africa,1/12/04,4.40%,,323,,,108,$1B,$416 ,4.40%,$18 ,,0.058,3%,0.365,57,58,55,13%,1,0.46,0.515,0.026,1.4M,51.50%,$0B,$0B
Below Threshold,Above 3%,Ghana,Friendly,$0 ,Africa,1/12/04,3.40%,,"7,349",22,,"8,267",$9B,$426 ,6.10%,$26 ,,0.059,2%,,58,59,57,8%,1,0.404,0.562,0.033,20.8M,46.60%,$0B,$0B
Below Threshold,Above 3%,Guinea,Low,$0 ,Africa,1/12/04,4.00%,,"1,342",40,,,$4B,$391 ,5.30%,$20 ,,0.088,1%,,52,52,52,2%,1,0.437,0.53,0.033,9.4M,32.40%,,$0B
Below Threshold,Above 3%,Guinea-Bissau,Low,$0 ,Africa,1/12/04,4.00%,,202,,,86,$1B,$376 ,5.30%,$20 ,,0.099,2%,,52,53,51,3%,1,0.43,0.54,0.029,1.4M,40.00%,$0B,$0B
Below Threshold,Above 3%,Kenya,Moderate,$0 ,Africa,1/12/04,3.90%,,"7,624",47,,"15,552",$16B,$462 ,4.30%,$20 ,,0.063,3%,0.125,54,55,53,7%,1,0.429,0.543,0.027,34.8M,21.30%,$1B,$0B
Below Threshold,1.5-3%,Lesotho,Moderate,$0 ,Africa,1/12/04,2.90%,,,93,,28,$1B,$645 ,7.00%,$45 ,,0.084,2%,0.124,44,44,43,10%,1,0.4,0.553,0.046,1.9M,21.70%,$0B,$0B
Below Threshold,Above 3%,Liberia,Low,$0 ,Africa,1/12/04,4.10%,,627,,,,$0B,$147 ,8.80%,$13 ,,0.09,0%,0.181,54,55,53,3%,1,0.433,0.537,0.03,3.2M,45.70%,$0B,$0B
Below Threshold,1.5-3%,Libya,Low,"$4,688 ",Africa,1/12/04,2.30%,,"50,359",,,"17,796",$33B,"$6,062 ",3.50%,$205 ,,0.021,4%,0.061,74,75,72,9%,1,0.31,0.648,0.042,5.5M,76.80%,$0B,$1B
Below Threshold,Above 3%,Madagascar,Moderate,$0 ,Africa,1/12/04,3.80%,,"1,808",44,,,$4B,$246 ,4.90%,$12 ,,0.058,1%,0.255,61,62,59,2%,1,0.45,0.52,0.029,17.8M,28.20%,$0B,$0B
Below Threshold,Above 3%,Malawi,Low,$0 ,Africa,1/12/04,4.30%,,975,39,,,$3B,$209 ,7.80%,$16 ,,0.078,0%,0.368,48,48,48,2%,1,0.461,0.508,0.03,12.6M,15.00%,$0B,$0B
Below Threshold,Above 3%,Mali,Low,$0 ,Africa,1/12/04,4.80%,,565,41,,,$5B,$421 ,6.30%,$27 ,,0.101,0%,,51,51,51,4%,1,0.462,0.506,0.031,11.6M,31.30%,$0B,$0B
Below Threshold,Above 3%,Mauritania,Low,$0 ,Africa,1/12/04,3.70%,,"1,632",82,,,$2B,$600 ,5.90%,$28 ,,0.075,1%,0.21,61,62,59,17%,1,0.418,0.551,0.032,3.1M,52.40%,,
Below Threshold,1.5-3%,Mauritius,Very Friendly,"$4,688 ",Africa,1/12/04,1.60%,,"3,194",46,,"1,019",$6B,"$5,177 ",4.20%,$227 ,,0.014,14%,0.21,73,76,69,45%,1,0.246,0.689,0.065,1.2M,41.80%,$1B,$0B
Below Threshold,1.5-3%,Morocco,Friendly,$0 ,Africa,1/12/04,2.00%,,"43,311",12,,"12,221",$57B,"$1,907 ",5.20%,$99 ,,0.037,12%,0.115,69,71,67,31%,1,0.314,0.636,0.049,29.9M,54.60%,$5B,$1B
Below Threshold,Above 3%,Mozambique,Moderate,$0 ,Africa,1/12/04,4.40%,,"1,922",153,,"8,375",$6B,$279 ,5.90%,$16 ,,0.095,1%,0.221,48,49,46,4%,1,0.446,0.522,0.032,20.4M,29.80%,$0B,$0B
Below Threshold,Above 3%,Namibia,Friendly,$0 ,Africa,1/12/04,3.00%,,"1,962",85,,"1,163",$7B,"$3,298 ",6.50%,$213 ,,0.048,4%,0.114,55,57,53,14%,1,0.4,0.567,0.033,2.0M,35.70%,$0B,$0B
Below Threshold,Above 3%,Niger,Low,$0 ,Africa,1/12/04,5.20%,,964,35,,,$3B,$240 ,7.10%,$16 ,,0.086,0%,,53,53,53,1%,1,0.488,0.487,0.025,12.7M,16.60%,$0B,$0B
Below Threshold,Above 3%,Nigeria,Moderate,$0 ,Africa,1/12/04,4.30%,,"97,047",36,,"101,751",$88B,$646 ,7.00%,$45 ,,0.1,1%,0.192,49,49,48,7%,1,0.435,0.538,0.027,136.0M,38.20%,$0B,
Below Threshold,Above 3%,Rwanda,Friendly,$0 ,Africa,1/12/04,3.90%,,689,18,,,$2B,$226 ,5.80%,$13 ,,0.075,0%,0.165,54,55,52,2%,1,0.446,0.528,0.026,9.3M,18.40%,$0B,$0B
Below Threshold,Above 3%,Sao Tome and Principe,Low,$0 ,Africa,1/12/04,3.80%,,73,192,,38,$0B,$734 ,11.00%,$79 ,,0.05,13%,0.298,64,66,62,5%,1,0.422,0.537,0.04,0.2M,57.10%,$0B,$0B
Below Threshold,Above 3%,Senegal,Low,$0 ,Africa,1/12/04,3.90%,,"5,280",59,,"2,736",$8B,$732 ,5.70%,$42 ,,0.059,4%,,60,62,58,10%,1,0.443,0.526,0.032,11.0M,40.90%,$0B,$0B
Below Threshold,1.5-3%,Seychelles,Friendly,"$9,376 ",Africa,1/12/04,1.70%,,744,,,256,$1B,"$10,174 ",4.30%,$421 ,,0.012,24%,0.1,73,76,69,63%,1,0.25,0.673,0.076,0.1M,50.80%,$0B,$0B
Above Threshold,Above 3%,Sierra Leone,Moderate,$0 ,Africa,1/12/04,4.20%,,642,26,,,$1B,$290 ,15.40%,$45 ,,0.13,0%,0.221,42,42,41,,1,0.427,0.549,0.024,4.9M,36.60%,$0B,$0B
Below Threshold,Above 3%,Somalia,Not Clustered,,Africa,1/12/04,4.70%,,576,,,,,,,,,0.105,1%,,53,54,51,6%,1,0.477,0.494,0.029,8.2M,34.80%,,
